UNTR_The_002_1	UNTR_The_002_2	UNTR_The_002_3	UNTR_The_008_1	UNTR_The_008_2	UNTR_The_008_3	UNTR_The_024_1	UNTR_The_024_2	UNTR_The_024_3	UNTR_The_072_1	UNTR_The_072_2	UNTR_The_072_3
Q15435 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
Q16775	NA	NA	NA	2237.5645	1902.6056	3845.9575	3893.8235	5583.0054	3045.7847	3776.9097	2736.232	3985.4077
Q16775 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
Q16795	NA	NA	NA	8468.558	6061.426	12523.7295	NA	NA	NA	5690.457	7567.4844	10093.681
Q16795 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
Q32P28	NA	NA	NA	3567.7175	3307.777	5193.3955	2012.834	2525.2622	2362.853	NA	NA	NA
Q32P28 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
Q5JRX3	NA	NA	NA	5376.584	2687.9126	4706.889	NA	NA	NA	NA	NA	NA
Q5JRX3 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
Q6FI81	NA	NA	NA	6592.4316	4563.7715	6088.549	NA	NA	NA	2530.8372	1987.4027	2075.9614
Q6FI81 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
Q7L5N1	NA	NA	NA	3293.0542	3054.1055	5060.839	NA	NA	NA	NA	NA	NA
Q7L5N1 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
Q86TU7	NA	NA	NA	1913.9427	1227.0477	2213.455	NA	NA	NA	NA	NA	NA
Q86TU7 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
Q86VP6	NA	NA	NA	5087.7915	4775.3477	7430.34	NA	NA	NA	7067.84	4172.298	8275.721
Q86VP6 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
Q8IVF2	NA	NA	NA	1559.2462	880.6162	1680.3419	NA	NA	NA	7902.357	6424.9326	8688.933
Q8IVF2 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
Q8N8S7	NA	NA	NA	3054.3232	2430.4512	4023.8174	NA	NA	NA	NA	NA	NA
Q8N8S7 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
Q8TDX7	NA	NA	NA	1427.2594	1095.6538	2248.1318	NA	NA	NA	NA	NA	NA
Q8TDX7 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
Q8WW12	NA	NA	NA	2441.413	1904.0139	2237.628	NA	NA	NA	NA	NA	NA
Q8WW12 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
Q92614	NA	NA	NA	8240.365	7046.841	10324.332	NA	NA	NA	NA	NA	NA
Q92614 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
Q93052	NA	NA	NA	12529.723	10848.529	18818.625	11759.181	12554.424	14080.75	6006.828	4126.588	5532.881
Q93052 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
Q93062	NA	NA	NA	1098.1741	888.0978	2170.68	NA	NA	NA	NA	NA	NA
Q93062 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
Q96AG4	NA	NA	NA	6180.0986	5745.781	9004.281	NA	NA	NA	8066.4053	4055.5608	8051.193
Q96AG4 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
Q96C01	NA	NA	NA	2128.3333	1338.5376	2137.7498	NA	NA	NA	2190.4053	1796.332	1619.8065
Q96C01 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
Q96DB5	NA	NA	NA	2318.2896	1935.4888	2467.357	NA	NA	NA	NA	NA	NA
Q96DB5 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
Q96FJ2	NA	NA	NA	37170.12	25989.705	48742.9	NA	NA	NA	NA	NA	NA
Q96FJ2 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
Q96PU8	NA	NA	NA	2070.7908	1716.22	2887.0337	1488.6145	1662.8214	1308.9619	1327.344	1817.9248	2585.6177
Q96PU8 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
Q99536	NA	NA	NA	25184.102	13485.183	19695.986	13464.312	13471.355	12817.665	NA	NA	NA
Q99536 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
Q99961	NA	NA	NA	3056.4243	1443.7518	3967.4253	NA	NA	NA	NA	NA	NA
Q99961 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
Q9BPW8	NA	NA	NA	11977.01	10271.455	13741.527	9232.77	10718.468	15050.443	NA	NA	NA
Q9BPW8 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
Q9BSH4	NA	NA	NA	6952.7954	4429.4126	7342.3276	NA	NA	NA	4944.9917	4600.543	5465.7183
Q9BSH4 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
Q9BTZ2	NA	NA	NA	3552.3105	4214.1616	5559.8286	4094.8655	4165.4697	4308.3115	NA	NA	NA
Q9BTZ2 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
Q9BXX0	NA	NA	NA	723.4749	2433.2046	5058.473	NA	NA	NA	NA	NA	NA
Q9BXX0 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
Q9GZT3	NA	NA	NA	7860.9062	7629.4053	8234.1	NA	NA	NA	NA	NA	NA
Q9GZT3 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
Q9H299	NA	NA	NA	32317.238	23629.568	42748.453	NA	NA	NA	NA	NA	NA
Q9H299 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
Q9H444	NA	NA	NA	9008.665	8594.562	9590.82	8265.668	10083.755	11186.086	3956.148	4385.556	4497.4077
Q9H444 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
Q9H7Z7	NA	NA	NA	8239.589	6087.5225	7845.538	NA	NA	NA	NA	NA	NA
Q9H7Z7 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
Q9HBL0	NA	NA	NA	1041.4875	2211.0903	3259.2288	NA	NA	NA	3644.1868	3463.5273	3309.508
Q9HBL0 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
Q9HBU9	NA	NA	NA	9414.352	5459.1816	4386.5703	11624.504	9306.594	1423.2456	10458.762	7920.111	10751.246
Q9HBU9 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
Q9NPJ3	NA	NA	NA	13148.122	8205.272	11547.75	NA	NA	NA	NA	NA	NA
Q9NPJ3 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
Q9NPQ8	NA	NA	NA	521.51215	1350.4166	2013.0991	NA	NA	NA	NA	NA	NA
Q9NPQ8 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
Q9NR28	NA	NA	NA	3378.8853	2312.562	3575.7327	NA	NA	NA	NA	NA	NA
Q9NR28 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
Q9NRX4	NA	NA	NA	3108.145	5705.737	7464.128	NA	NA	NA	NA	NA	NA
Q9NRX4 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
Q9NSE4	NA	NA	NA	5750.3237	6479.8276	9845.238	NA	NA	NA	5591.1196	4668.108	5474.972
Q9NSE4 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
Q9NU22	NA	NA	NA	2790.0413	2293.4688	3701.4785	NA	NA	NA	2779.4104	2286.6504	2759.1633
Q9NU22 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
Q9NUU7	NA	NA	NA	7129.8447	6272.369	10595.637	NA	NA	NA	NA	NA	NA
Q9NUU7 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
Q9NVJ2	NA	NA	NA	13657.196	13772.946	24436.793	NA	NA	NA	NA	NA	NA
Q9NVJ2 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
Q9NZN3	NA	NA	NA	3230.3782	1424.7407	3558.792	NA	NA	NA	7172.6445	2479.3208	4716.9297
Q9NZN3 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
Q9P0V9	NA	NA	NA	2778.3208	1861.6636	3594.082	NA	NA	NA	NA	NA	NA
Q9P0V9 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
Q9P2J5	NA	NA	NA	718.3303	578.4516	3168.7573	NA	NA	NA	NA	NA	NA
Q9P2J5 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
Q9UBQ5	NA	NA	NA	5054.726	5722.7075	10404.307	NA	NA	NA	NA	NA	NA
Q9UBQ5 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
Q9UBR2	NA	NA	NA	20785.111	20710.482	39238.195	NA	NA	NA	NA	NA	NA
Q9UBR2 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
Q9UBS4	NA	NA	NA	1482.0696	803.2174	1462.1602	992.0991	1079.094	7425.8257	NA	NA	NA
Q9UBS4 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
Q9UEW8	NA	NA	NA	10048.945	8723.5	16436.88	NA	NA	NA	NA	NA	NA
Q9UEW8 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
Q9UGI8	NA	NA	NA	1761.4976	1214.5314	1809.2715	NA	NA	NA	NA	NA	NA
Q9UGI8 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
Q9UHX1	NA	NA	NA	13701.065	11263.585	18775.914	NA	NA	NA	4669.8447	762.2511	3915.9575
Q9UHX1 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
Q9UKA9	NA	NA	NA	5848.588	6688.1777	9727.481	NA	NA	NA	NA	NA	NA
Q9UKA9 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
Q9UNS2	NA	NA	NA	3725.7607	3538.752	2164.6882	NA	NA	NA	NA	NA	NA
Q9UNS2 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
Q9Y285	NA	NA	NA	4478.752	3760.6138	6662.7305	NA	NA	NA	3354.8105	3259.7166	2194.1472
Q9Y285 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
Q9Y2W1	NA	NA	NA	1253.634	1774.4458	1882.3132	NA	NA	NA	NA	NA	NA
Q9Y2W1 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
Q9Y2Z0	NA	NA	NA	2173.5762	2710.2856	4389	NA	NA	NA	NA	NA	NA
Q9Y2Z0 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
Q9Y371	NA	NA	NA	13071.918	12841.051	14791.922	NA	NA	NA	3151.2134	2262.4685	2290.605
Q9Y371 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
Q9Y3B3	NA	NA	NA	13067.061	10198.516	15446.747	NA	NA	NA	14990.613	16448.156	19721.672
Q9Y3B3 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
Q9Y3D6	NA	NA	NA	8708.865	5029.6226	7293.182	NA	NA	NA	NA	NA	NA
Q9Y3D6 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
Q9Y512	NA	NA	NA	10311.744	7793.6436	13743.5625	NA	NA	NA	9152.072	7201.871	10648.891
Q9Y512 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
Q9Y5K3	NA	NA	NA	31.25098	0.9272126	0.16212769	NA	NA	NA	NA	NA	NA
Q9Y5K3 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
Q9Y6G9	NA	NA	NA	1567.5068	909.3334	1725.2739	NA	NA	NA	NA	NA	NA
Q9Y6G9 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
O00743	NA	NA	NA	NA	NA	NA	1757.4106	1786.6643	5098.8525	NA	NA	NA
O00743 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
O15173	NA	NA	NA	NA	NA	NA	7938.703	6429.0337	8335.57	12201.388	14589.702	12437.035
O15173 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
O43776	NA	NA	NA	NA	NA	NA	7576.046	7324.3076	11560.444	5909.541	5607.755	5836.908
O43776 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
O75306	NA	NA	NA	NA	NA	NA	24887.918	31521.129	11612.365	7136.1523	10355.864	8908.92
O75306 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
O95298	NA	NA	NA	NA	NA	NA	2793.2117	2478.876	1700.5986	NA	NA	NA
O95298 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
P02753	NA	NA	NA	NA	NA	NA	6988.938	6006.368	8546.308	NA	NA	NA
P02753 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
P02787	NA	NA	NA	NA	NA	NA	30358.457	22519.242	32087.53	4088.1375	8470.223	4748.758
P02787 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
P04217	NA	NA	NA	NA	NA	NA	11934.459	9328.756	10116.557	9679.957	8979.346	7877.9014
P04217 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
P05546	NA	NA	NA	NA	NA	NA	5382.982	5628.2026	8818.067	NA	NA	NA
P05546 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
P12110	NA	NA	NA	NA	NA	NA	1877.6837	1074.822	877.99927	NA	NA	NA
P12110 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
P17661	NA	NA	NA	NA	NA	NA	90835.375	88701.19	86901.47	2185.5286	1345.7654	2009.8936
P17661 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
P24043	NA	NA	NA	NA	NA	NA	18968.365	20551.629	24841.45	NA	NA	NA
P24043 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
P48061	NA	NA	NA	NA	NA	NA	7497.83	8911.564	8396.502	NA	NA	NA
P48061 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
P48444	NA	NA	NA	NA	NA	NA	5426.902	6315.0845	2703.38	NA	NA	NA
P48444 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
P52926	NA	NA	NA	NA	NA	NA	17692.053	18231.88	21696.184	24559.477	15960.566	17689.24
P52926 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
P53004	NA	NA	NA	NA	NA	NA	1944.4545	1974.9893	2302.7048	5324.9717	2041.4016	3537.8818
P53004 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
P56537	NA	NA	NA	NA	NA	NA	12088.224	10728.939	8803.419	NA	NA	NA
P56537 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
P61769	NA	NA	NA	NA	NA	NA	6577.8174	6378.083	6304.893	NA	NA	NA
P61769 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
P82673	NA	NA	NA	NA	NA	NA	532.09796	530.28735	3222.278	NA	NA	NA
P82673 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
P84098	NA	NA	NA	NA	NA	NA	8098.3447	8420.523	7373.314	11912.783	8422.572	10116.645
P84098 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
Q02790	NA	NA	NA	NA	NA	NA	2450.251	2788.434	2628.583	1260.9636	1435.189	1404.4712
Q02790 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
Q02952	NA	NA	NA	NA	NA	NA	2914.509	3745.1687	2182.3765	NA	NA	NA
Q02952 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
Q10713	NA	NA	NA	NA	NA	NA	1933.6711	2283.4834	1445.8704	2035.6455	671.6802	1520.5693
Q10713 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
Q13409	NA	NA	NA	NA	NA	NA	4809.826	7092.107	10710.015	NA	NA	NA
Q13409 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
Q13424	NA	NA	NA	NA	NA	NA	2661.8384	3347.4673	1705.1099	4430.9463	1688.9988	3872.5732
Q13424 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
Q13885	NA	NA	NA	NA	NA	NA	6875.7705	8222.266	6812.354	11552.298	8328.585	10168.182
Q13885 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
Q14498	NA	NA	NA	NA	NA	NA	4739.289	4953.927	7451.008	NA	NA	NA
Q14498 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
Q15424	NA	NA	NA	NA	NA	NA	1107.8358	1143.3821	1059.8217	NA	NA	NA
Q15424 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
Q15631	NA	NA	NA	NA	NA	NA	2089.0967	2092.7424	2527.6633	NA	NA	NA
Q15631 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
Q6PI48	NA	NA	NA	NA	NA	NA	7248.958	8420.369	5713.605	NA	NA	NA
Q6PI48 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
Q7Z794	NA	NA	NA	NA	NA	NA	13035.428	32553.893	45679.47	44053.836	50534.285	20372.639
Q7Z794 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
Q86XR8	NA	NA	NA	NA	NA	NA	159448.47	129071.68	137958.27	NA	NA	NA
Q86XR8 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
Q92541	NA	NA	NA	NA	NA	NA	231.9112	180.34271	3.4092493	NA	NA	NA
Q92541 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
Q92599	NA	NA	NA	NA	NA	NA	1349.9685	2325.7944	3776.163	NA	NA	NA
Q92599 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
Q9H9B4	NA	NA	NA	NA	NA	NA	5592.2856	10767.552	14282.329	4784.0874	5197.9023	4137.5967
Q9H9B4 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
Q9UKP3	NA	NA	NA	NA	NA	NA	3069.0325	4321.071	3447	NA	NA	NA
Q9UKP3 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
Q9Y5J7	NA	NA	NA	NA	NA	NA	2980.856	3969.6787	3421.8481	NA	NA	NA
Q9Y5J7 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
O00487	NA	NA	NA	NA	NA	NA	NA	NA	NA	8822.502	5509.823	8080.643
O00487 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
O15143	NA	NA	NA	NA	NA	NA	NA	NA	NA	1092.156	802.7725	1116.7102
O15143 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
O15382	NA	NA	NA	NA	NA	NA	NA	NA	NA	2376.001	907.9179	1417.8875
O15382 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
O43488	NA	NA	NA	NA	NA	NA	NA	NA	NA	10654.296	7295.1797	8168.404
O43488 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
O94905	NA	NA	NA	NA	NA	NA	NA	NA	NA	12509.485	9164.195	10226.78
O94905 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
O95202	NA	NA	NA	NA	NA	NA	NA	NA	NA	2517.1467	1378.2947	2576.63
O95202 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
O95445	NA	NA	NA	NA	NA	NA	NA	NA	NA	4389.065	3180.4292	4182.9087
O95445 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
O95563	NA	NA	NA	NA	NA	NA	NA	NA	NA	3062.2192	2055.7615	3307.1267
O95563 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
O95782	NA	NA	NA	NA	NA	NA	NA	NA	NA	1305.2745	1144.1267	1747.8408
O95782 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
P00747	NA	NA	NA	NA	NA	NA	NA	NA	NA	3587.421	2018.2535	2535.6025
P00747 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
P04222	NA	NA	NA	NA	NA	NA	NA	NA	NA	4658.3096	3292.2646	3354.9653
P04222 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
P07305	NA	NA	NA	NA	NA	NA	NA	NA	NA	2592.9062	1430.0056	2794.2668
P07305 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
P10619	NA	NA	NA	NA	NA	NA	NA	NA	NA	11563.743	961.4707	10133.306
P10619 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
P11166	NA	NA	NA	NA	NA	NA	NA	NA	NA	8461.853	7481.5864	6714.1294
P11166 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
P19021	NA	NA	NA	NA	NA	NA	NA	NA	NA	2162.4753	2150.085	2246.4868
P19021 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
P20929	NA	NA	NA	NA	NA	NA	NA	NA	NA	119733.24	216371.22	179503.81
P20929 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
P26599	NA	NA	NA	NA	NA	NA	NA	NA	NA	20828.852	8727.229	13380.848
P26599 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
P30613	NA	NA	NA	NA	NA	NA	NA	NA	NA	4970.598	4967.4604	6181.1855
P30613 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
P39019	NA	NA	NA	NA	NA	NA	NA	NA	NA	2055.2893	710.89386	970.6972
P39019 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
P40763	NA	NA	NA	NA	NA	NA	NA	NA	NA	2163.6975	2512.4834	3679.58
P40763 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
P46109	NA	NA	NA	NA	NA	NA	NA	NA	NA	7081.364	1265.3876	4935.3145
P46109 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
P48739	NA	NA	NA	NA	NA	NA	NA	NA	NA	3752.145	2386.7002	4113.0063
P48739 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
P49354	NA	NA	NA	NA	NA	NA	NA	NA	NA	1754.366	1101.0208	1086.2003
P49354 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
P50402	NA	NA	NA	NA	NA	NA	NA	NA	NA	8825.459	3263.5234	8234.027
P50402 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
P57105	NA	NA	NA	NA	NA	NA	NA	NA	NA	1124.0961	1568.8845	1349.8406
P57105 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
P62736	NA	NA	NA	NA	NA	NA	NA	NA	NA	4019.3203	3940.7686	3327.8284
P62736 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
P82909	NA	NA	NA	NA	NA	NA	NA	NA	NA	3339.9492	2650.466	3649.201
P82909 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
Q15417	NA	NA	NA	NA	NA	NA	NA	NA	NA	6123.502	1845.5104	6855.6147
Q15417 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
Q7Z3D6	NA	NA	NA	NA	NA	NA	NA	NA	NA	3432.4468	5690.1895	7293.962
Q7Z3D6 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
Q86U42	NA	NA	NA	NA	NA	NA	NA	NA	NA	5163.3706	1958.4426	2990.895
Q86U42 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
Q8NBF2	NA	NA	NA	NA	NA	NA	NA	NA	NA	2546.819	1481.5344	3041.8447
Q8NBF2 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
Q96DV4	NA	NA	NA	NA	NA	NA	NA	NA	NA	1968.8096	1236.0417	1701.3805
Q96DV4 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
Q9BVK6	NA	NA	NA	NA	NA	NA	NA	NA	NA	4229.167	4706.4453	4748.9854
Q9BVK6 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
Q9BYV2	NA	NA	NA	NA	NA	NA	NA	NA	NA	5469.635	2513.0518	4150.5576
Q9BYV2 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
Q9HC38	NA	NA	NA	NA	NA	NA	NA	NA	NA	5774.9907	3570.0857	5382.613
Q9HC38 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
Q9HCH3	NA	NA	NA	NA	NA	NA	NA	NA	NA	4234.1157	1299.5476	3862.9355
Q9HCH3 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
Q9UI47	NA	NA	NA	NA	NA	NA	NA	NA	NA	791.6454	6194.3545	913.55426
Q9UI47 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
Q9UL46	NA	NA	NA	NA	NA	NA	NA	NA	NA	8669.037	5346.9155	7945.681
Q9UL46 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
